fingerprint,seed,omitted_target_family,source_slice,evaluated_source_family,method,eligible,successes,asr,asr_query_auc,normalized_action_entropy,query_budget
44d4d6d48549b995d67ea4a03afcecbba2f69666b473de5d54c7d22fb936c270,79,classical_cnn,seen_family_new_instance,modern_cnn,gradient_bc_groupdro_ppo_stochastic,182,10,0.05494505,0.01868132,0.92979539,50
44d4d6d48549b995d67ea4a03afcecbba2f69666b473de5d54c7d22fb936c270,79,classical_cnn,seen_family_new_instance,modern_cnn,gradient_bc_only_stochastic,182,9,0.04945055,0.01598901,0.96479339,50
44d4d6d48549b995d67ea4a03afcecbba2f69666b473de5d54c7d22fb936c270,79,classical_cnn,seen_family_new_instance,modern_cnn,ppo_only_stochastic,182,9,0.04945055,0.01302198,0.99775530,50
44d4d6d48549b995d67ea4a03afcecbba2f69666b473de5d54c7d22fb936c270,79,classical_cnn,seen_family_new_instance,modern_cnn,random_action,182,6,0.03296703,0.00670330,0.99871771,50
44d4d6d48549b995d67ea4a03afcecbba2f69666b473de5d54c7d22fb936c270,79,classical_cnn,seen_family_new_instance,modern_cnn,score_greedy,182,5,0.02747253,0.01225275,0.99949510,50
44d4d6d48549b995d67ea4a03afcecbba2f69666b473de5d54c7d22fb936c270,79,classical_cnn,seen_family_new_instance,transformer,bandit_action,146,5,0.03424658,0.02869863,0.98709267,50
44d4d6d48549b995d67ea4a03afcecbba2f69666b473de5d54c7d22fb936c270,79,classical_cnn,seen_family_new_instance,transformer,gradient_bc_groupdro_ppo_stochastic,146,16,0.10958904,0.05575342,0.93172437,50
44d4d6d48549b995d67ea4a03afcecbba2f69666b473de5d54c7d22fb936c270,79,classical_cnn,seen_family_new_instance,transformer,gradient_bc_only_stochastic,146,16,0.10958904,0.05164384,0.96442826,50
44d4d6d48549b995d67ea4a03afcecbba2f69666b473de5d54c7d22fb936c270,79,classical_cnn,seen_family_new_instance,transformer,ppo_only_stochastic,146,15,0.10273973,0.05390411,0.99681515,50
44d4d6d48549b995d67ea4a03afcecbba2f69666b473de5d54c7d22fb936c270,79,classical_cnn,seen_family_new_instance,transformer,random_action,146,14,0.09589041,0.04493151,0.99869804,50
44d4d6d48549b995d67ea4a03afcecbba2f69666b473de5d54c7d22fb936c270,79,classical_cnn,seen_family_new_instance,transformer,score_greedy,146,12,0.08219178,0.04082192,0.99922745,50
e7bcddcfa7062d85ab015b567290d94643968e89570304a14e9492a80a730d1e,97,classical_cnn,exact_source,modern_cnn,bandit_action,361,5,0.01385042,0.01033241,0.99581707,50
e7bcddcfa7062d85ab015b567290d94643968e89570304a14e9492a80a730d1e,97,classical_cnn,exact_source,modern_cnn,gradient_bc_groupdro_ppo_stochastic,361,19,0.05263158,0.02318560,0.93735533,50
e7bcddcfa7062d85ab015b567290d94643968e89570304a14e9492a80a730d1e,97,classical_cnn,exact_source,modern_cnn,gradient_bc_only_stochastic,361,17,0.04709141,0.02191136,0.96513963,50
e7bcddcfa7062d85ab015b567290d94643968e89570304a14e9492a80a730d1e,97,classical_cnn,exact_source,modern_cnn,ppo_only_stochastic,361,15,0.04155125,0.01631579,0.99770979,50
e7bcddcfa7062d85ab015b567290d94643968e89570304a14e9492a80a730d1e,97,classical_cnn,exact_source,modern_cnn,random_action,361,11,0.03047091,0.01404432,0.99949641,50
e7bcddcfa7062d85ab015b567290d94643968e89570304a14e9492a80a730d1e,97,classical_cnn,exact_source,modern_cnn,score_greedy,361,14,0.03878116,0.01678670,0.99970646,50
e7bcddcfa7062d85ab015b567290d94643968e89570304a14e9492a80a730d1e,97,classical_cnn,exact_source,transformer,bandit_action,304,16,0.05263158,0.03901316,0.99138531,50
e7bcddcfa7062d85ab015b567290d94643968e89570304a14e9492a80a730d1e,97,classical_cnn,exact_source,transformer,gradient_bc_groupdro_ppo_stochastic,304,34,0.11184211,0.05335526,0.93785572,50
e7bcddcfa7062d85ab015b567290d94643968e89570304a14e9492a80a730d1e,97,classical_cnn,exact_source,transformer,gradient_bc_only_stochastic,304,37,0.12171053,0.05536184,0.96704450,50
e7bcddcfa7062d85ab015b567290d94643968e89570304a14e9492a80a730d1e,97,classical_cnn,exact_source,transformer,ppo_only_stochastic,304,31,0.10197368,0.04733553,0.99780317,50
e7bcddcfa7062d85ab015b567290d94643968e89570304a14e9492a80a730d1e,97,classical_cnn,exact_source,transformer,random_action,304,29,0.09539474,0.03990132,0.99943126,50
e7bcddcfa7062d85ab015b567290d94643968e89570304a14e9492a80a730d1e,97,classical_cnn,exact_source,transformer,score_greedy,304,28,0.09210526,0.04164474,0.99963574,50
e7bcddcfa7062d85ab015b567290d94643968e89570304a14e9492a80a730d1e,97,classical_cnn,seen_family_new_instance,modern_cnn,bandit_action,182,0,0.00000000,0.00000000,0.99080077,50
e7bcddcfa7062d85ab015b567290d94643968e89570304a14e9492a80a730d1e,97,classical_cnn,seen_family_new_instance,modern_cnn,gradient_bc_groupdro_ppo_stochastic,182,8,0.04395604,0.01329670,0.93630793,50
e7bcddcfa7062d85ab015b567290d94643968e89570304a14e9492a80a730d1e,97,classical_cnn,seen_family_new_instance,modern_cnn,gradient_bc_only_stochastic,182,8,0.04395604,0.01780220,0.96374209,50
e7bcddcfa7062d85ab015b567290d94643968e89570304a14e9492a80a730d1e,97,classical_cnn,seen_family_new_instance,modern_cnn,ppo_only_stochastic,182,5,0.02747253,0.01104396,0.99760644,50
e7bcddcfa7062d85ab015b567290d94643968e89570304a14e9492a80a730d1e,97,classical_cnn,seen_family_new_instance,modern_cnn,random_action,182,7,0.03846154,0.01785714,0.99860921,50
e7bcddcfa7062d85ab015b567290d94643968e89570304a14e9492a80a730d1e,97,classical_cnn,seen_family_new_instance,modern_cnn,score_greedy,182,7,0.03846154,0.00840659,0.99941885,50
e7bcddcfa7062d85ab015b567290d94643968e89570304a14e9492a80a730d1e,97,classical_cnn,seen_family_new_instance,transformer,bandit_action,146,9,0.06164384,0.04856164,0.98566629,50
e7bcddcfa7062d85ab015b567290d94643968e89570304a14e9492a80a730d1e,97,classical_cnn,seen_family_new_instance,transformer,gradient_bc_groupdro_ppo_stochastic,146,18,0.12328767,0.05520548,0.94026557,50
e7bcddcfa7062d85ab015b567290d94643968e89570304a14e9492a80a730d1e,97,classical_cnn,seen_family_new_instance,transformer,gradient_bc_only_stochastic,146,16,0.10958904,0.05232877,0.96713695,50
e7bcddcfa7062d85ab015b567290d94643968e89570304a14e9492a80a730d1e,97,classical_cnn,seen_family_new_instance,transformer,ppo_only_stochastic,146,14,0.09589041,0.04465753,0.99686908,50
e7bcddcfa7062d85ab015b567290d94643968e89570304a14e9492a80a730d1e,97,classical_cnn,seen_family_new_instance,transformer,random_action,146,13,0.08904110,0.04061644,0.99863927,50
e7bcddcfa7062d85ab015b567290d94643968e89570304a14e9492a80a730d1e,97,classical_cnn,seen_family_new_instance,transformer,score_greedy,146,12,0.08219178,0.03808219,0.99925293,50
2f3a133cfcb06bd1204f16a242a6ed1e808a0123fdab20f1336995ba1de7e807,113,classical_cnn,exact_source,modern_cnn,bandit_action,361,7,0.01939058,0.01409972,0.99460376,50
2f3a133cfcb06bd1204f16a242a6ed1e808a0123fdab20f1336995ba1de7e807,113,classical_cnn,exact_source,modern_cnn,gradient_bc_groupdro_ppo_stochastic,361,17,0.04709141,0.01975069,0.94790124,50
2f3a133cfcb06bd1204f16a242a6ed1e808a0123fdab20f1336995ba1de7e807,113,classical_cnn,exact_source,modern_cnn,gradient_bc_only_stochastic,361,17,0.04709141,0.02274238,0.96656105,50
2f3a133cfcb06bd1204f16a242a6ed1e808a0123fdab20f1336995ba1de7e807,113,classical_cnn,exact_source,modern_cnn,ppo_only_stochastic,361,15,0.04155125,0.01714681,0.99709651,50
2f3a133cfcb06bd1204f16a242a6ed1e808a0123fdab20f1336995ba1de7e807,113,classical_cnn,exact_source,modern_cnn,random_action,361,14,0.03878116,0.01518006,0.99936669,50
2f3a133cfcb06bd1204f16a242a6ed1e808a0123fdab20f1336995ba1de7e807,113,classical_cnn,exact_source,modern_cnn,score_greedy,361,14,0.03878116,0.02027701,0.99958803,50
2f3a133cfcb06bd1204f16a242a6ed1e808a0123fdab20f1336995ba1de7e807,113,classical_cnn,exact_source,transformer,bandit_action,304,13,0.04276316,0.03095395,0.99423340,50
2f3a133cfcb06bd1204f16a242a6ed1e808a0123fdab20f1336995ba1de7e807,113,classical_cnn,exact_source,transformer,gradient_bc_groupdro_ppo_stochastic,304,37,0.12171053,0.05398026,0.95011513,50
2f3a133cfcb06bd1204f16a242a6ed1e808a0123fdab20f1336995ba1de7e807,113,classical_cnn,exact_source,transformer,gradient_bc_only_stochastic,304,37,0.12171053,0.05042763,0.96667719,50
2f3a133cfcb06bd1204f16a242a6ed1e808a0123fdab20f1336995ba1de7e807,113,classical_cnn,exact_source,transformer,ppo_only_stochastic,304,28,0.09210526,0.04078947,0.99725274,50
2f3a133cfcb06bd1204f16a242a6ed1e808a0123fdab20f1336995ba1de7e807,113,classical_cnn,exact_source,transformer,random_action,304,27,0.08881579,0.03976974,0.99935916,50
2f3a133cfcb06bd1204f16a242a6ed1e808a0123fdab20f1336995ba1de7e807,113,classical_cnn,exact_source,transformer,score_greedy,304,30,0.09868421,0.04697368,0.99960694,50
2f3a133cfcb06bd1204f16a242a6ed1e808a0123fdab20f1336995ba1de7e807,113,classical_cnn,seen_family_new_instance,modern_cnn,bandit_action,182,3,0.01648352,0.01192308,0.99067542,50
2f3a133cfcb06bd1204f16a242a6ed1e808a0123fdab20f1336995ba1de7e807,113,classical_cnn,seen_family_new_instance,modern_cnn,gradient_bc_groupdro_ppo_stochastic,182,9,0.04945055,0.01697802,0.94908981,50
2f3a133cfcb06bd1204f16a242a6ed1e808a0123fdab20f1336995ba1de7e807,113,classical_cnn,seen_family_new_instance,modern_cnn,gradient_bc_only_stochastic,182,9,0.04945055,0.01895604,0.96389438,50
2f3a133cfcb06bd1204f16a242a6ed1e808a0123fdab20f1336995ba1de7e807,113,classical_cnn,seen_family_new_instance,modern_cnn,ppo_only_stochastic,182,6,0.03296703,0.00923077,0.99644617,50
2f3a133cfcb06bd1204f16a242a6ed1e808a0123fdab20f1336995ba1de7e807,113,classical_cnn,seen_family_new_instance,modern_cnn,random_action,182,5,0.02747253,0.01104396,0.99875247,50
2f3a133cfcb06bd1204f16a242a6ed1e808a0123fdab20f1336995ba1de7e807,113,classical_cnn,seen_family_new_instance,modern_cnn,score_greedy,182,5,0.02747253,0.00917582,0.99951075,50
2f3a133cfcb06bd1204f16a242a6ed1e808a0123fdab20f1336995ba1de7e807,113,classical_cnn,seen_family_new_instance,transformer,bandit_action,146,6,0.04109589,0.03246575,0.98715881,50
2f3a133cfcb06bd1204f16a242a6ed1e808a0123fdab20f1336995ba1de7e807,113,classical_cnn,seen_family_new_instance,transformer,gradient_bc_groupdro_ppo_stochastic,146,21,0.14383562,0.06595890,0.94845518,50
2f3a133cfcb06bd1204f16a242a6ed1e808a0123fdab20f1336995ba1de7e807,113,classical_cnn,seen_family_new_instance,transformer,gradient_bc_only_stochastic,146,18,0.12328767,0.04835616,0.96554949,50
2f3a133cfcb06bd1204f16a242a6ed1e808a0123fdab20f1336995ba1de7e807,113,classical_cnn,seen_family_new_instance,transformer,ppo_only_stochastic,146,15,0.10273973,0.05075342,0.99498169,50
2f3a133cfcb06bd1204f16a242a6ed1e808a0123fdab20f1336995ba1de7e807,113,classical_cnn,seen_family_new_instance,transformer,random_action,146,16,0.10958904,0.03863014,0.99854955,50
2f3a133cfcb06bd1204f16a242a6ed1e808a0123fdab20f1336995ba1de7e807,113,classical_cnn,seen_family_new_instance,transformer,score_greedy,146,15,0.10273973,0.04253425,0.99938043,50
2667184d8913e755c6b9c40c58ae942f685bf3fa37bf5c1b1908c397e8987e34,131,classical_cnn,exact_source,modern_cnn,bandit_action,361,8,0.02216066,0.01617729,0.99404987,50
2667184d8913e755c6b9c40c58ae942f685bf3fa37bf5c1b1908c397e8987e34,131,classical_cnn,exact_source,modern_cnn,gradient_bc_groupdro_ppo_stochastic,361,17,0.04709141,0.02235457,0.93481159,50
2667184d8913e755c6b9c40c58ae942f685bf3fa37bf5c1b1908c397e8987e34,131,classical_cnn,exact_source,modern_cnn,gradient_bc_only_stochastic,361,19,0.05263158,0.02252078,0.96457462,50
2667184d8913e755c6b9c40c58ae942f685bf3fa37bf5c1b1908c397e8987e34,131,classical_cnn,exact_source,modern_cnn,ppo_only_stochastic,361,15,0.04155125,0.01609418,0.99774078,50
2667184d8913e755c6b9c40c58ae942f685bf3fa37bf5c1b1908c397e8987e34,131,classical_cnn,exact_source,modern_cnn,random_action,361,13,0.03601108,0.01775623,0.99949266,50
2667184d8913e755c6b9c40c58ae942f685bf3fa37bf5c1b1908c397e8987e34,131,classical_cnn,exact_source,modern_cnn,score_greedy,361,13,0.03601108,0.01642659,0.99962249,50
2667184d8913e755c6b9c40c58ae942f685bf3fa37bf5c1b1908c397e8987e34,131,classical_cnn,exact_source,transformer,bandit_action,304,13,0.04276316,0.02983553,0.99519386,50
2667184d8913e755c6b9c40c58ae942f685bf3fa37bf5c1b1908c397e8987e34,131,classical_cnn,exact_source,transformer,gradient_bc_groupdro_ppo_stochastic,304,36,0.11842105,0.05598684,0.93944596,50
2667184d8913e755c6b9c40c58ae942f685bf3fa37bf5c1b1908c397e8987e34,131,classical_cnn,exact_source,transformer,gradient_bc_only_stochastic,304,34,0.11184211,0.04953947,0.96848196,50
2667184d8913e755c6b9c40c58ae942f685bf3fa37bf5c1b1908c397e8987e34,131,classical_cnn,exact_source,transformer,ppo_only_stochastic,304,31,0.10197368,0.04338816,0.99735146,50
2667184d8913e755c6b9c40c58ae942f685bf3fa37bf5c1b1908c397e8987e34,131,classical_cnn,exact_source,transformer,random_action,304,31,0.10197368,0.04457237,0.99940121,50
2667184d8913e755c6b9c40c58ae942f685bf3fa37bf5c1b1908c397e8987e34,131,classical_cnn,exact_source,transformer,score_greedy,304,31,0.10197368,0.04391447,0.99960424,50
2667184d8913e755c6b9c40c58ae942f685bf3fa37bf5c1b1908c397e8987e34,131,classical_cnn,seen_family_new_instance,modern_cnn,bandit_action,182,3,0.01648352,0.01159341,0.99297919,50
2667184d8913e755c6b9c40c58ae942f685bf3fa37bf5c1b1908c397e8987e34,131,classical_cnn,seen_family_new_instance,modern_cnn,gradient_bc_groupdro_ppo_stochastic,182,10,0.05494505,0.01439560,0.93862657,50
2667184d8913e755c6b9c40c58ae942f685bf3fa37bf5c1b1908c397e8987e34,131,classical_cnn,seen_family_new_instance,modern_cnn,gradient_bc_only_stochastic,182,11,0.06043956,0.01862637,0.96474412,50
2667184d8913e755c6b9c40c58ae942f685bf3fa37bf5c1b1908c397e8987e34,131,classical_cnn,seen_family_new_instance,modern_cnn,ppo_only_stochastic,182,5,0.02747253,0.00961538,0.99710628,50
2667184d8913e755c6b9c40c58ae942f685bf3fa37bf5c1b1908c397e8987e34,131,classical_cnn,seen_family_new_instance,modern_cnn,random_action,182,4,0.02197802,0.01131868,0.99888247,50
2667184d8913e755c6b9c40c58ae942f685bf3fa37bf5c1b1908c397e8987e34,131,classical_cnn,seen_family_new_instance,modern_cnn,score_greedy,182,6,0.03296703,0.01307692,0.99940580,50
2667184d8913e755c6b9c40c58ae942f685bf3fa37bf5c1b1908c397e8987e34,131,classical_cnn,seen_family_new_instance,transformer,bandit_action,146,8,0.05479452,0.04123288,0.98975649,50
2667184d8913e755c6b9c40c58ae942f685bf3fa37bf5c1b1908c397e8987e34,131,classical_cnn,seen_family_new_instance,transformer,gradient_bc_groupdro_ppo_stochastic,146,15,0.10273973,0.05527397,0.93774879,50
2667184d8913e755c6b9c40c58ae942f685bf3fa37bf5c1b1908c397e8987e34,131,classical_cnn,seen_family_new_instance,transformer,gradient_bc_only_stochastic,146,22,0.15068493,0.05835616,0.96514433,50
2667184d8913e755c6b9c40c58ae942f685bf3fa37bf5c1b1908c397e8987e34,131,classical_cnn,seen_family_new_instance,transformer,ppo_only_stochastic,146,14,0.09589041,0.04136986,0.99624231,50
2667184d8913e755c6b9c40c58ae942f685bf3fa37bf5c1b1908c397e8987e34,131,classical_cnn,seen_family_new_instance,transformer,random_action,146,14,0.09589041,0.04109589,0.99870024,50
2667184d8913e755c6b9c40c58ae942f685bf3fa37bf5c1b1908c397e8987e34,131,classical_cnn,seen_family_new_instance,transformer,score_greedy,146,14,0.09589041,0.04616438,0.99907359,50
1cf77a92bb5b91c315fde390250e88026110e9b24a2f83531d2a97fb069f5b2e,149,classical_cnn,exact_source,modern_cnn,bandit_action,361,6,0.01662050,0.01296399,0.99657994,50
1cf77a92bb5b91c315fde390250e88026110e9b24a2f83531d2a97fb069f5b2e,149,classical_cnn,exact_source,modern_cnn,gradient_bc_groupdro_ppo_stochastic,361,17,0.04709141,0.02296399,0.89795982,50
1cf77a92bb5b91c315fde390250e88026110e9b24a2f83531d2a97fb069f5b2e,149,classical_cnn,exact_source,modern_cnn,gradient_bc_only_stochastic,361,17,0.04709141,0.02096953,0.96503559,50
1cf77a92bb5b91c315fde390250e88026110e9b24a2f83531d2a97fb069f5b2e,149,classical_cnn,exact_source,modern_cnn,ppo_only_stochastic,361,16,0.04432133,0.01800554,0.99763168,50
1cf77a92bb5b91c315fde390250e88026110e9b24a2f83531d2a97fb069f5b2e,149,classical_cnn,exact_source,modern_cnn,random_action,361,14,0.03878116,0.01656510,0.99948837,50
1cf77a92bb5b91c315fde390250e88026110e9b24a2f83531d2a97fb069f5b2e,149,classical_cnn,exact_source,modern_cnn,score_greedy,361,15,0.04155125,0.02085873,0.99973930,50
1cf77a92bb5b91c315fde390250e88026110e9b24a2f83531d2a97fb069f5b2e,149,classical_cnn,exact_source,transformer,bandit_action,304,12,0.03947368,0.03000000,0.99447551,50
1cf77a92bb5b91c315fde390250e88026110e9b24a2f83531d2a97fb069f5b2e,149,classical_cnn,exact_source,transformer,gradient_bc_groupdro_ppo_stochastic,304,32,0.10526316,0.05282895,0.89944249,50
1cf77a92bb5b91c315fde390250e88026110e9b24a2f83531d2a97fb069f5b2e,149,classical_cnn,exact_source,transformer,gradient_bc_only_stochastic,304,34,0.11184211,0.05263158,0.96537319,50
1cf77a92bb5b91c315fde390250e88026110e9b24a2f83531d2a97fb069f5b2e,149,classical_cnn,exact_source,transformer,ppo_only_stochastic,304,32,0.10526316,0.04769737,0.99735688,50
1cf77a92bb5b91c315fde390250e88026110e9b24a2f83531d2a97fb069f5b2e,149,classical_cnn,exact_source,transformer,random_action,304,35,0.11513158,0.04687500,0.99930521,50
1cf77a92bb5b91c315fde390250e88026110e9b24a2f83531d2a97fb069f5b2e,149,classical_cnn,exact_source,transformer,score_greedy,304,30,0.09868421,0.04552632,0.99973264,50
1cf77a92bb5b91c315fde390250e88026110e9b24a2f83531d2a97fb069f5b2e,149,classical_cnn,seen_family_new_instance,modern_cnn,bandit_action,182,3,0.01648352,0.01071429,0.99067767,50
1cf77a92bb5b91c315fde390250e88026110e9b24a2f83531d2a97fb069f5b2e,149,classical_cnn,seen_family_new_instance,modern_cnn,gradient_bc_groupdro_ppo_stochastic,182,9,0.04945055,0.02291209,0.89671408,50
1cf77a92bb5b91c315fde390250e88026110e9b24a2f83531d2a97fb069f5b2e,149,classical_cnn,seen_family_new_instance,modern_cnn,gradient_bc_only_stochastic,182,8,0.04395604,0.01989011,0.96376287,50
1cf77a92bb5b91c315fde390250e88026110e9b24a2f83531d2a97fb069f5b2e,149,classical_cnn,seen_family_new_instance,modern_cnn,ppo_only_stochastic,182,6,0.03296703,0.00802198,0.99698720,50
1cf77a92bb5b91c315fde390250e88026110e9b24a2f83531d2a97fb069f5b2e,149,classical_cnn,seen_family_new_instance,modern_cnn,random_action,182,7,0.03846154,0.01598901,0.99876067,50
1cf77a92bb5b91c315fde390250e88026110e9b24a2f83531d2a97fb069f5b2e,149,classical_cnn,seen_family_new_instance,modern_cnn,score_greedy,182,6,0.03296703,0.00846154,0.99929042,50
1cf77a92bb5b91c315fde390250e88026110e9b24a2f83531d2a97fb069f5b2e,149,classical_cnn,seen_family_new_instance,transformer,bandit_action,146,6,0.04109589,0.03095890,0.98456563,50
1cf77a92bb5b91c315fde390250e88026110e9b24a2f83531d2a97fb069f5b2e,149,classical_cnn,seen_family_new_instance,transformer,gradient_bc_groupdro_ppo_stochastic,146,15,0.10273973,0.05842466,0.89354394,50
1cf77a92bb5b91c315fde390250e88026110e9b24a2f83531d2a97fb069f5b2e,149,classical_cnn,seen_family_new_instance,transformer,gradient_bc_only_stochastic,146,18,0.12328767,0.05753425,0.96485116,50
1cf77a92bb5b91c315fde390250e88026110e9b24a2f83531d2a97fb069f5b2e,149,classical_cnn,seen_family_new_instance,transformer,ppo_only_stochastic,146,14,0.09589041,0.03835616,0.99630360,50
1cf77a92bb5b91c315fde390250e88026110e9b24a2f83531d2a97fb069f5b2e,149,classical_cnn,seen_family_new_instance,transformer,random_action,146,13,0.08904110,0.04335616,0.99843069,50
1cf77a92bb5b91c315fde390250e88026110e9b24a2f83531d2a97fb069f5b2e,149,classical_cnn,seen_family_new_instance,transformer,score_greedy,146,15,0.10273973,0.04349315,0.99928167,50
e03754df05baa109e1ff99033381e080f006906c6c09a6bbfcde560685f7a0f9,17,modern_cnn,exact_source,classical_cnn,bandit_action,369,3,0.00813008,0.00658537,0.99504329,50
e03754df05baa109e1ff99033381e080f006906c6c09a6bbfcde560685f7a0f9,17,modern_cnn,exact_source,classical_cnn,gradient_bc_groupdro_ppo_stochastic,369,12,0.03252033,0.01349593,0.91428865,50
e03754df05baa109e1ff99033381e080f006906c6c09a6bbfcde560685f7a0f9,17,modern_cnn,exact_source,classical_cnn,gradient_bc_only_stochastic,369,12,0.03252033,0.01680217,0.96807008,50
e03754df05baa109e1ff99033381e080f006906c6c09a6bbfcde560685f7a0f9,17,modern_cnn,exact_source,classical_cnn,ppo_only_stochastic,369,14,0.03794038,0.01376694,0.99819508,50
e03754df05baa109e1ff99033381e080f006906c6c09a6bbfcde560685f7a0f9,17,modern_cnn,exact_source,classical_cnn,random_action,369,11,0.02981030,0.01173442,0.99947924,50
e03754df05baa109e1ff99033381e080f006906c6c09a6bbfcde560685f7a0f9,17,modern_cnn,exact_source,classical_cnn,score_greedy,369,11,0.02981030,0.01308943,0.99966820,50
e03754df05baa109e1ff99033381e080f006906c6c09a6bbfcde560685f7a0f9,17,modern_cnn,exact_source,transformer,bandit_action,304,15,0.04934211,0.03634868,0.99346817,50
e03754df05baa109e1ff99033381e080f006906c6c09a6bbfcde560685f7a0f9,17,modern_cnn,exact_source,transformer,gradient_bc_groupdro_ppo_stochastic,304,34,0.11184211,0.05223684,0.91369452,50
e03754df05baa109e1ff99033381e080f006906c6c09a6bbfcde560685f7a0f9,17,modern_cnn,exact_source,transformer,gradient_bc_only_stochastic,304,35,0.11513158,0.05562500,0.97009650,50
e03754df05baa109e1ff99033381e080f006906c6c09a6bbfcde560685f7a0f9,17,modern_cnn,exact_source,transformer,ppo_only_stochastic,304,32,0.10526316,0.05006579,0.99756153,50
e03754df05baa109e1ff99033381e080f006906c6c09a6bbfcde560685f7a0f9,17,modern_cnn,exact_source,transformer,random_action,304,30,0.09868421,0.04559211,0.99935781,50
e03754df05baa109e1ff99033381e080f006906c6c09a6bbfcde560685f7a0f9,17,modern_cnn,exact_source,transformer,score_greedy,304,29,0.09539474,0.03950658,0.99964290,50
e03754df05baa109e1ff99033381e080f006906c6c09a6bbfcde560685f7a0f9,17,modern_cnn,seen_family_new_instance,classical_cnn,bandit_action,183,3,0.01639344,0.01327869,0.99171646,50
e03754df05baa109e1ff99033381e080f006906c6c09a6bbfcde560685f7a0f9,17,modern_cnn,seen_family_new_instance,classical_cnn,gradient_bc_groupdro_ppo_stochastic,183,8,0.04371585,0.01825137,0.91116003,50
e03754df05baa109e1ff99033381e080f006906c6c09a6bbfcde560685f7a0f9,17,modern_cnn,seen_family_new_instance,classical_cnn,gradient_bc_only_stochastic,183,8,0.04371585,0.02491803,0.96727837,50
e03754df05baa109e1ff99033381e080f006906c6c09a6bbfcde560685f7a0f9,17,modern_cnn,seen_family_new_instance,classical_cnn,ppo_only_stochastic,183,7,0.03825137,0.02234973,0.99768499,50
e03754df05baa109e1ff99033381e080f006906c6c09a6bbfcde560685f7a0f9,17,modern_cnn,seen_family_new_instance,classical_cnn,random_action,183,9,0.04918033,0.01972678,0.99896074,50
e03754df05baa109e1ff99033381e080f006906c6c09a6bbfcde560685f7a0f9,17,modern_cnn,seen_family_new_instance,classical_cnn,score_greedy,183,8,0.04371585,0.02240437,0.99949916,50
e03754df05baa109e1ff99033381e080f006906c6c09a6bbfcde560685f7a0f9,17,modern_cnn,seen_family_new_instance,transformer,bandit_action,146,5,0.03424658,0.02760274,0.98698167,50
e03754df05baa109e1ff99033381e080f006906c6c09a6bbfcde560685f7a0f9,17,modern_cnn,seen_family_new_instance,transformer,gradient_bc_groupdro_ppo_stochastic,146,16,0.10958904,0.05452055,0.90853385,50
e03754df05baa109e1ff99033381e080f006906c6c09a6bbfcde560685f7a0f9,17,modern_cnn,seen_family_new_instance,transformer,gradient_bc_only_stochastic,146,15,0.10273973,0.05034247,0.97169365,50
e03754df05baa109e1ff99033381e080f006906c6c09a6bbfcde560685f7a0f9,17,modern_cnn,seen_family_new_instance,transformer,ppo_only_stochastic,146,11,0.07534247,0.03760274,0.99651861,50
e03754df05baa109e1ff99033381e080f006906c6c09a6bbfcde560685f7a0f9,17,modern_cnn,seen_family_new_instance,transformer,random_action,146,15,0.10273973,0.03760274,0.99873049,50
e03754df05baa109e1ff99033381e080f006906c6c09a6bbfcde560685f7a0f9,17,modern_cnn,seen_family_new_instance,transformer,score_greedy,146,14,0.09589041,0.03616438,0.99922444,50
70806cb5b5fb875af7a1196ae23c3170c0e2e736091b426b2d54e9f823f0316e,29,modern_cnn,exact_source,classical_cnn,bandit_action,369,3,0.00813008,0.00696477,0.99689726,50
70806cb5b5fb875af7a1196ae23c3170c0e2e736091b426b2d54e9f823f0316e,29,modern_cnn,exact_source,classical_cnn,gradient_bc_groupdro_ppo_stochastic,369,17,0.04607046,0.01607046,0.95470812,50
70806cb5b5fb875af7a1196ae23c3170c0e2e736091b426b2d54e9f823f0316e,29,modern_cnn,exact_source,classical_cnn,gradient_bc_only_stochastic,369,12,0.03252033,0.01555556,0.96457262,50
70806cb5b5fb875af7a1196ae23c3170c0e2e736091b426b2d54e9f823f0316e,29,modern_cnn,exact_source,classical_cnn,ppo_only_stochastic,369,10,0.02710027,0.01436314,0.99744481,50
70806cb5b5fb875af7a1196ae23c3170c0e2e736091b426b2d54e9f823f0316e,29,modern_cnn,exact_source,classical_cnn,random_action,369,11,0.02981030,0.01146341,0.99936387,50
70806cb5b5fb875af7a1196ae23c3170c0e2e736091b426b2d54e9f823f0316e,29,modern_cnn,exact_source,classical_cnn,score_greedy,369,10,0.02710027,0.01295393,0.99976080,50
70806cb5b5fb875af7a1196ae23c3170c0e2e736091b426b2d54e9f823f0316e,29,modern_cnn,exact_source,transformer,bandit_action,304,13,0.04276316,0.03424342,0.99430442,50
70806cb5b5fb875af7a1196ae23c3170c0e2e736091b426b2d54e9f823f0316e,29,modern_cnn,exact_source,transformer,gradient_bc_groupdro_ppo_stochastic,304,45,0.14802632,0.05832237,0.95239260,50
70806cb5b5fb875af7a1196ae23c3170c0e2e736091b426b2d54e9f823f0316e,29,modern_cnn,exact_source,transformer,gradient_bc_only_stochastic,304,34,0.11184211,0.05078947,0.96530367,50
70806cb5b5fb875af7a1196ae23c3170c0e2e736091b426b2d54e9f823f0316e,29,modern_cnn,exact_source,transformer,ppo_only_stochastic,304,31,0.10197368,0.04588816,0.99758389,50
