fingerprint,seed,omitted_target_family,learned_asr,score_greedy_asr,asr_gain,learned_auc,score_greedy_auc,auc_gain,trained_episodes,source_calls,bc_seconds,ppo_seconds,source_evaluation_seconds,recorded_total_seconds,bc_gate_passed,strict_source_gate_passed
025f7aea92d95d91067ce553af4e4c97c324ee2aae6a8b30b21bcac453dce7ee,17,classical_cnn,0.0695833333333,0.07125,-0.00166666666667,0.0309263888889,0.0332736111111,-0.00234722222222,492,23862,229.878925918,97.715188848,209.854070695,537.448185461,False,False
33054f9db786f8e26fd0da4fc7fbcfb21d7cab8542676987d1c9bf8ac9c2100e,17,modern_cnn,0.0748055885556,0.0777790565291,-0.00297346797347,0.0325004021879,0.0378416901792,-0.00534128799129,497,24085,239.494266196,96.498290345,205.256266942,541.248823483,False,False
de7dae352025eeb936afe4869281fb218759fbf934ffbe4c272fa11b9032aac5,17,transformer,0.0358083358083,0.0440290565291,-0.00822072072072,0.0170567353067,0.0187208568459,-0.00166412153912,549,27064,286.609885853,113.330350342,258.765544944,658.705781139,False,False
