fingerprint,seed,omitted_target_family,accepted_steps,top1_accuracy,top5_accuracy,validation_oracle_top5_accuracy,top5_gain,soft_cross_entropy,validation_oracle_soft_cross_entropy,soft_ce_improvement,elapsed_seconds,gate_passed
025f7aea92d95d91067ce553af4e4c97c324ee2aae6a8b30b21bcac453dce7ee,17,classical_cnn,3280,0.0164634138346,0.0801829248667,0.12743902439,-0.0472560995236,4.55349493027,4.50338009771,-0.0501148325565,229.878925918,False
33054f9db786f8e26fd0da4fc7fbcfb21d7cab8542676987d1c9bf8ac9c2100e,17,modern_cnn,3234,0.0194805208594,0.0834879428148,0.133889919604,-0.0504019767894,4.55555677414,4.50738597941,-0.0481707947298,239.494266196,False
de7dae352025eeb936afe4869281fb218759fbf934ffbe4c272fa11b9032aac5,17,transformer,3828,0.020376175642,0.10788923502,0.129832810867,-0.0219435758476,4.54660081863,4.49836301029,-0.0482378083481,286.609885853,False
